,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_Tenure_Ratio
765,11,0,30,2,35.8,363.15,0,33.01363636363636
766,22,1,30,2,78.85,1600.25,0,72.73863636363636
767,14,1,365,3,20.4,275.7,0,19.692857142857143
768,41,1,30,1,74.25,3089.1,0,75.34390243902439
769,17,1,365,2,64.8,1175.6,0,69.15294117647058
770,11,1,30,4,20.45,237.3,0,21.572727272727274
771,15,1,30,1,93.35,1444.65,1,96.31
772,1,1,30,2,19.9,19.9,1,19.9
773,5,1,30,2,88.9,454.15,1,90.83
774,33,1,365,1,95.8,3036.75,1,92.02272727272727
776,3,0,30,2,40.3,92.5,0,30.833333333333332
777,2,1,30,1,82.0,184.65,1,92.325
779,2,1,30,1,45.35,89.5,1,44.75
781,5,1,30,2,44.8,220.45,0,44.089999999999996
782,27,1,30,4,54.75,1510.3,0,55.93703703703704
783,1,1,30,1,52.2,52.2,1,52.2
787,34,1,30,3,60.85,2003.6,0,58.92941176470588
788,24,1,365,1,78.4,1832.4,0,76.35000000000001
790,60,0,730,4,59.85,3590.2,0,59.836666666666666
792,8,1,730,2,19.85,146.6,0,18.325
793,34,1,730,4,67.65,2339.3,0,68.8029411764706
794,6,0,30,4,45.0,298.7,0,49.78333333333333
795,2,1,30,2,64.2,143.65,0,71.825
796,31,1,365,4,81.7,2548.65,0,82.21451612903226
797,20,1,30,3,25.55,507.4,0,25.369999999999997
798,1,1,30,1,20.0,20.0,0,20.0
802,39,1,730,2,23.8,903.8,0,23.174358974358974
803,46,1,730,4,64.2,3009.5,0,65.42391304347827
804,6,1,30,1,85.35,489.45,1,81.575
806,18,1,30,4,55.2,1058.1,0,58.78333333333333
809,1,1,30,1,69.55,69.55,1,69.55
812,42,1,730,1,25.25,1108.2,0,26.385714285714286
813,34,0,365,3,30.4,938.65,0,27.60735294117647
814,5,1,30,3,20.05,94.15,0,18.830000000000002
815,25,1,30,2,84.6,2088.05,0,83.522
816,2,1,30,2,86.2,178.7,1,89.35
821,43,1,730,4,79.15,3566.6,0,82.94418604651163
823,5,1,30,4,63.95,318.1,0,63.620000000000005
825,16,1,30,4,89.45,1430.25,1,89.390625
826,7,1,30,3,95.6,644.35,1,92.05
827,14,1,30,2,25.55,372.45,0,26.603571428571428
829,34,0,30,1,44.85,1442.6,0,42.42941176470588
831,38,1,730,4,25.05,963.95,0,25.367105263157896
833,37,1,30,1,88.8,3340.55,0,90.28513513513514
834,4,1,30,1,78.85,292.8,1,73.2
837,1,1,30,2,44.4,44.4,1,44.4
838,36,1,30,4,79.2,2854.95,0,79.30416666666666
839,44,1,730,4,20.4,905.55,0,20.580681818181816
842,12,1,365,3,19.8,229.6,1,19.133333333333333
843,13,0,30,3,30.85,394.1,0,30.315384615384616
844,1,1,30,1,89.9,89.9,1,89.9
845,15,1,365,2,20.55,295.95,0,19.73
847,12,0,365,4,33.15,444.75,0,37.0625
852,2,1,30,2,24.85,62.0,0,31.0
853,5,1,30,1,64.35,352.65,0,70.53
857,1,1,30,1,50.8,50.8,1,50.8
860,26,1,365,4,19.8,457.3,0,17.588461538461537
862,20,1,30,1,73.65,1463.5,1,73.175
863,3,1,30,1,95.1,307.4,1,102.46666666666665
864,22,1,30,4,94.65,2104.55,1,95.66136363636365
865,4,1,30,2,80.6,319.15,1,79.7875
867,5,1,30,2,20.5,104.3,0,20.86
869,3,1,730,2,26.4,121.25,0,40.416666666666664
873,60,0,30,1,50.8,3027.4,1,50.45666666666667
875,3,0,30,4,34.8,113.95,0,37.983333333333334
877,51,0,365,3,60.15,3077.0,0,60.333333333333336
878,60,1,365,1,64.75,4039.5,0,67.325
879,33,1,30,3,54.65,1665.2,0,50.46060606060606
881,26,1,365,4,19.3,504.2,0,19.392307692307693
882,6,1,30,1,83.9,497.55,1,82.925
884,49,0,365,4,35.8,1782.0,0,36.36734693877551
885,1,1,30,2,20.05,20.05,0,20.05
886,7,1,30,1,84.35,609.65,0,87.09285714285714
888,37,1,365,4,91.2,3247.55,0,87.77162162162162
890,31,1,30,1,89.3,2823.0,0,91.06451612903226
892,32,1,30,4,81.1,2619.25,0,81.8515625
893,1,0,30,1,24.6,24.6,1,24.6
895,30,1,30,4,94.3,2679.7,0,89.32333333333332
900,2,1,30,2,19.5,27.55,0,13.775
902,17,1,30,1,93.85,1625.65,1,95.62647058823529
906,4,1,30,1,56.4,234.85,0,58.7125
907,19,1,365,3,65.35,1231.85,0,64.83421052631579
908,8,1,30,2,19.95,170.9,0,21.3625
910,10,1,30,1,72.85,688.65,1,68.865
911,15,1,30,4,89.0,1288.3,0,85.88666666666667
913,12,1,365,4,20.05,267.0,0,22.25
915,1,1,30,1,73.55,73.55,1,73.55
916,23,1,30,3,75.4,1643.55,0,71.45869565217392
918,26,1,30,1,80.7,2193.0,0,84.34615384615384
920,60,1,365,3,24.15,1505.9,0,25.098333333333336
921,12,1,30,2,20.45,255.35,0,21.279166666666665
922,16,1,30,1,75.4,1189.4,0,74.3375
924,22,1,30,1,81.7,1820.9,0,82.76818181818182
925,32,1,30,3,76.3,2404.15,0,75.1296875
926,3,1,30,1,79.4,205.05,1,68.35000000000001
927,13,1,30,1,81.15,952.3,1,73.25384615384615
929,30,1,365,1,86.45,2538.05,0,84.60166666666667
930,16,1,30,3,75.1,1212.85,0,75.803125
931,33,1,730,3,80.6,2651.1,0,80.33636363636363
933,4,1,30,1,84.6,360.1,1,90.025
934,12,0,365,2,33.6,435.45,0,36.2875
935,4,1,30,1,83.25,308.05,0,77.0125
937,6,1,30,1,79.05,434.5,1,72.41666666666667
939,15,1,30,2,19.9,320.45,0,21.363333333333333
940,24,1,365,3,21.05,531.55,0,22.147916666666664
941,13,0,30,1,30.15,382.2,0,29.4
942,24,1,30,4,79.85,2001.0,0,83.375
945,3,1,30,3,74.4,215.8,1,71.93333333333334
946,4,1,30,2,20.5,77.6,0,19.4
947,32,1,30,2,91.35,2896.55,0,90.5171875
949,35,1,730,3,20.5,759.35,0,21.695714285714285
950,2,1,30,2,44.95,85.15,1,42.575
951,8,1,30,1,75.6,535.55,0,66.94375
952,22,1,30,2,55.1,1253.15,0,56.96136363636364
953,15,1,30,1,58.95,955.15,0,63.67666666666666
954,22,1,30,1,95.1,2162.6,0,98.3
955,1,1,30,4,44.7,44.7,1,44.7
957,4,1,30,1,56.75,245.15,0,61.2875
958,25,1,30,3,81.75,2028.8,0,81.152
959,32,1,30,1,86.1,2723.75,0,85.1171875
960,7,0,30,3,29.8,220.45,0,31.49285714285714
961,17,1,365,2,20.5,365.8,0,21.51764705882353
962,8,1,30,3,60.9,551.95,0,68.99375
963,56,1,730,3,73.25,4054.2,0,72.39642857142857
964,1,1,30,2,45.7,45.7,1,45.7
966,7,1,30,1,19.25,112.3,1,16.04285714285714
967,3,1,30,2,20.85,60.65,0,20.216666666666665
969,2,1,30,1,96.0,174.8,1,87.4
970,1,1,30,1,90.55,90.55,1,90.55
972,58,1,730,3,70.1,4048.95,0,69.80948275862069
973,44,0,30,1,30.35,1359.7,1,30.902272727272727
976,1,1,30,1,69.9,69.9,1,69.9
977,11,1,30,1,75.25,888.65,0,80.78636363636363
979,35,1,365,3,54.95,1916.0,0,54.74285714285714
980,20,1,30,3,19.5,413.0,0,20.65
981,40,1,730,2,19.6,808.95,0,20.223750000000003
982,39,1,365,1,47.85,1886.4,0,48.369230769230775
983,1,1,30,1,86.6,86.6,1,86.6
985,33,1,30,3,80.6,2656.5,1,80.5
986,12,1,30,3,43.8,540.95,0,45.07916666666667
987,1,1,30,3,19.75,19.75,0,19.75
988,27,1,30,2,19.15,537.35,0,19.901851851851852
989,34,1,365,4,19.6,678.8,0,19.96470588235294
991,58,1,730,4,24.35,1423.85,0,24.54913793103448
992,22,1,730,4,25.25,555.4,0,25.245454545454546
993,10,1,730,4,26.1,225.55,0,22.555
994,13,1,730,4,20.0,268.45,0,20.65
995,35,1,30,4,85.3,2917.5,1,83.35714285714286
996,34,1,30,4,70.0,2416.1,1,71.06176470588235
997,4,1,30,1,94.3,424.45,1,106.1125
999,2,1,30,1,70.3,132.4,0,66.2
1000,7,1,30,1,95.35,660.9,1,94.41428571428571
1001,27,1,30,1,75.5,1893.95,1,70.1462962962963
1002,4,1,30,2,69.55,284.9,0,71.225
1003,37,1,730,2,19.85,784.25,0,21.195945945945947
1004,21,1,30,2,20.0,417.7,0,19.89047619047619
1006,18,1,30,1,90.1,1612.75,1,89.59722222222223
1007,2,1,30,1,68.95,119.75,1,59.875
1009,23,1,365,1,20.75,485.2,0,21.09565217391304
1010,3,1,30,2,50.15,160.85,0,53.61666666666667
1012,9,1,30,3,95.9,827.45,0,91.9388888888889
1013,1,1,30,1,49.5,49.5,0,49.5
1014,18,1,30,1,57.45,990.85,1,55.047222222222224
1015,12,1,365,4,53.65,696.35,1,58.02916666666667
1018,4,0,30,1,40.05,162.45,0,40.6125
1019,23,1,30,2,19.5,470.2,0,20.443478260869565
1020,39,1,30,4,51.05,2066.0,0,52.97435897435897
1021,28,1,365,2,54.35,1426.45,0,50.94464285714286
1022,5,1,30,1,84.7,392.5,0,78.5
1023,45,1,30,1,86.1,3861.45,0,85.81
1024,37,1,30,2,70.35,2552.9,0,68.9972972972973
1028,26,1,30,1,83.75,2070.6,1,79.63846153846154
1029,3,1,30,2,88.3,273.75,1,91.25
1030,50,1,30,3,69.75,3557.7,0,71.154
1031,27,1,30,3,71.6,1957.1,0,72.48518518518519
1032,8,1,30,1,92.1,729.95,1,91.24375
1037,13,0,30,1,49.15,649.4,0,49.95384615384615
1039,38,1,30,1,79.45,3013.05,1,79.29078947368421
1040,14,1,30,4,90.45,1266.1,1,90.43571428571428
1041,16,1,365,3,19.3,360.35,0,22.521875
1042,14,1,30,1,70.2,1046.5,0,74.75
1043,32,1,30,3,69.75,2347.9,1,73.371875
1044,8,1,365,3,54.25,447.75,0,55.96875
1046,52,1,365,4,74.0,3877.65,0,74.57019230769231
1047,3,1,30,2,50.25,152.3,0,50.76666666666667
1048,29,1,365,2,19.8,572.2,0,19.731034482758623
1049,1,1,30,2,19.65,19.65,1,19.65
1050,12,0,30,1,43.65,526.95,1,43.9125
1051,16,0,30,4,35.5,552.7,0,34.54375
1052,40,1,365,2,80.75,3208.65,0,80.21625
1053,5,0,30,1,39.5,210.75,1,42.15
1054,40,1,30,3,97.1,3706.95,1,92.67375
1055,36,1,365,2,19.55,620.75,0,17.243055555555557
1056,5,1,30,1,80.0,412.5,1,82.5
1057,10,1,30,2,84.7,832.05,1,83.205
1058,2,1,30,3,89.55,185.55,1,92.775
1059,23,1,30,1,90.6,1943.2,1,84.48695652173913
1060,26,1,365,3,20.05,505.9,0,19.457692307692305
1062,34,1,30,3,50.2,1815.3,0,53.391176470588235
1063,10,1,30,3,62.25,612.95,0,61.295
1064,14,1,365,2,55.7,795.15,0,56.79642857142857
1065,23,1,30,3,90.05,2169.8,1,94.33913043478262
1066,47,1,730,2,19.65,973.1,0,20.70425531914894
1067,24,1,30,1,89.25,2210.2,0,92.09166666666665
1069,20,1,365,2,54.0,1055.9,0,52.795
1070,2,1,30,3,69.75,144.55,1,72.275
1071,2,1,30,4,49.05,91.1,1,45.55
1072,22,0,730,3,56.75,1304.85,0,59.31136363636363
1074,1,1,30,2,21.1,21.1,0,21.1
1076,58,1,365,4,24.5,1497.9,0,25.82586206896552
1079,3,1,30,1,69.55,200.2,0,66.73333333333333
1080,32,1,730,3,20.05,614.45,0,19.2015625
1083,2,1,30,1,80.95,171.15,1,85.575
1084,52,1,365,4,19.6,1012.4,0,19.46923076923077
1085,13,1,30,1,74.3,940.35,1,72.33461538461539
1086,11,1,30,3,89.7,1047.7,1,95.24545454545455
1087,32,1,30,3,87.65,2766.4,0,86.45
1089,16,1,30,4,74.75,1129.35,0,70.584375
1091,29,1,365,3,75.35,2243.9,0,77.37586206896552
1094,41,1,365,3,68.5,2839.95,0,69.2670731707317
1095,1,1,30,1,80.55,80.55,0,80.55
1096,7,1,30,3,81.25,580.1,0,82.87142857142858
1097,25,1,365,1,90.4,2178.6,1,87.14399999999999
1099,5,1,30,2,55.7,259.4,0,51.879999999999995
1100,15,1,30,1,24.8,324.15,0,21.61
1101,20,1,30,1,20.0,417.65,0,20.8825
1102,3,1,30,2,56.15,168.15,1,56.050000000000004
1104,42,1,365,2,19.55,839.4,0,19.985714285714284
1105,9,1,30,1,79.75,769.1,0,85.45555555555556
1109,40,1,30,2,50.15,2058.5,0,51.4625
1110,60,0,730,3,39.6,2424.5,0,40.40833333333333
1111,4,1,30,3,94.4,387.2,1,96.8
1113,37,1,30,4,78.95,2839.65,1,76.7472972972973
1115,39,1,730,4,53.85,2200.7,0,56.42820512820512
1116,38,1,365,1,24.25,914.4,0,24.063157894736843
1120,20,1,30,4,70.55,1493.55,0,74.6775
1121,50,1,365,4,82.5,4179.1,0,83.58200000000001
1122,19,0,365,4,44.85,893.55,1,47.02894736842105
1123,25,1,365,3,61.6,1611.0,0,64.44
1124,12,1,30,3,49.05,593.05,0,49.42083333333333
1126,7,1,30,2,74.65,544.55,1,77.79285714285713
1127,23,1,365,2,66.25,1533.8,0,66.68695652173913
1128,27,1,30,1,19.4,529.8,0,19.62222222222222
1129,47,1,30,4,86.05,3865.6,0,82.2468085106383
1130,26,1,730,4,19.15,515.75,0,19.83653846153846
1131,14,1,30,3,64.7,941.0,1,67.21428571428571
1133,2,1,30,2,19.25,48.35,0,24.175
1134,26,1,30,1,81.95,2070.05,0,79.6173076923077
1138,11,1,30,3,65.15,723.35,0,65.75909090909092
1139,14,1,365,2,19.65,228.65,0,16.33214285714286
1140,13,1,730,4,88.95,1161.75,0,89.36538461538461
1141,6,1,30,2,20.2,98.35,0,16.391666666666666
1142,11,1,30,4,75.2,775.3,0,70.48181818181818
1143,18,1,30,4,56.8,1074.65,0,59.70277777777778
1144,1,0,30,1,35.55,35.55,1,35.55
1145,32,1,30,3,75.5,2324.7,0,72.646875
1146,29,0,365,2,35.6,1072.6,0,36.98620689655172
1147,3,1,30,1,60.25,170.5,0,56.833333333333336
1148,2,1,30,1,95.15,196.9,1,98.45
1149,13,1,30,2,96.65,1162.85,1,89.44999999999999
1150,41,0,30,1,40.35,1677.85,0,40.923170731707316
1151,1,1,30,1,18.85,18.85,0,18.85
1152,7,1,30,2,54.85,370.4,0,52.91428571428571
1153,52,1,365,2,64.3,3410.6,0,65.58846153846153
1154,45,1,730,3,24.65,1138.8,0,25.306666666666665
1156,53,1,730,2,18.7,1005.7,0,18.975471698113207
1159,3,1,30,1,80.4,224.05,1,74.68333333333334
1160,23,1,30,1,95.1,2326.05,0,101.13260869565218
1161,1,0,30,2,31.35,31.35,1,31.35
1163,12,1,30,3,89.75,1052.4,1,87.7
1165,25,1,365,4,19.9,510.8,0,20.432000000000002
1166,5,1,30,1,53.8,283.95,0,56.79
1167,26,1,365,4,51.55,1295.4,0,49.823076923076925
1168,1,1,365,2,19.65,19.65,0,19.65
1173,1,1,30,1,19.85,19.85,1,19.85
1174,14,1,365,2,54.25,773.2,0,55.228571428571435
1175,13,1,30,4,80.0,1029.35,0,79.18076923076923
1177,46,1,730,2,79.2,3593.8,0,78.12608695652175
1179,43,1,30,1,94.3,3953.15,0,91.93372093023255
1180,39,1,730,3,49.8,1971.15,0,50.542307692307695
1181,21,1,30,3,60.05,1236.15,1,58.86428571428572
1182,57,0,30,1,53.75,3196.0,0,56.07017543859649
1184,18,1,30,2,87.9,1500.5,0,83.36111111111111
1185,1,1,30,1,60.15,60.15,1,60.15
1186,58,1,365,3,61.05,3478.75,0,59.97844827586207
1189,3,1,30,4,85.7,256.75,0,85.58333333333333
1191,35,1,730,4,69.15,2490.15,0,71.14714285714285
1192,7,1,30,1,90.45,593.45,1,84.77857142857144
1193,47,1,730,2,74.45,3510.3,0,74.6872340425532
1194,14,1,30,1,50.45,765.45,0,54.675000000000004
1195,20,1,30,1,60.0,1259.35,0,62.967499999999994
1197,15,1,30,4,19.45,340.85,0,22.723333333333336
1198,42,1,730,3,20.75,844.45,0,20.10595238095238
1199,17,1,30,1,78.9,1348.95,0,79.35000000000001
1201,12,1,30,1,49.4,611.65,0,50.97083333333333
1203,60,1,730,2,25.0,1505.05,0,25.084166666666665
1204,18,0,30,4,25.55,467.85,0,25.991666666666667
1205,1,1,30,1,74.9,74.9,1,74.9
1206,3,1,30,1,70.15,194.2,0,64.73333333333333
1207,9,1,30,4,69.4,571.45,0,63.49444444444445
1208,1,1,30,1,80.25,80.25,1,80.25
1210,17,1,30,1,69.0,1149.65,1,67.62647058823529
1211,11,1,30,1,66.35,740.8,1,67.34545454545454
1212,7,1,30,1,69.55,521.35,0,74.47857142857143
1214,19,1,30,3,86.0,1532.45,1,80.65526315789474
1215,3,1,30,1,80.3,250.05,1,83.35000000000001
1216,54,1,730,4,20.4,1090.6,0,20.196296296296296
1218,24,1,30,4,90.55,2282.55,1,95.10625
1220,17,1,30,3,65.75,1111.2,0,65.36470588235295
1221,9,0,30,2,24.6,190.1,0,21.12222222222222
1223,2,1,30,1,75.9,143.35,1,71.675
1224,1,1,30,2,45.85,45.85,1,45.85
1225,16,0,30,1,49.95,810.2,1,50.6375
1227,30,1,365,3,90.4,2820.65,0,94.02166666666668
1230,47,1,30,1,87.2,4017.45,0,85.47765957446808
1231,20,1,30,4,64.4,1398.6,0,69.92999999999999
1232,34,1,30,1,78.3,2564.3,1,75.42058823529412
1236,3,1,30,1,76.95,228.4,1,76.13333333333334
1237,13,1,365,2,19.45,270.2,0,20.784615384615385
1238,16,1,30,1,96.15,1529.2,1,95.575
1239,3,1,30,4,58.7,168.6,0,56.199999999999996
1240,25,1,30,2,20.15,536.35,0,21.454
1241,30,1,30,2,64.5,1888.45,0,62.94833333333334
1242,21,0,30,1,28.5,629.35,0,29.969047619047622
1243,1,1,30,1,45.3,45.3,1,45.3
1244,15,1,30,3,19.4,289.3,1,19.28666666666667
1245,23,1,30,1,90.45,2117.25,0,92.05434782608695
1247,24,1,365,3,83.15,2033.05,0,84.71041666666666
1248,11,1,30,1,90.15,987.95,1,89.81363636363636
1249,1,1,30,2,45.05,45.05,1,45.05
1251,1,1,30,1,75.8,75.8,1,75.8
1252,1,1,30,1,19.45,19.45,0,19.45
1253,7,1,30,1,79.3,523.15,1,74.73571428571428
1255,2,0,30,1,30.9,59.05,1,29.525
1257,45,0,365,1,34.2,1596.6,0,35.48
1258,47,1,730,2,20.15,1046.2,0,22.25957446808511
1260,2,1,30,2,50.3,92.75,0,46.375
1261,2,1,30,1,80.15,194.55,0,97.275
1262,12,1,30,1,51.25,612.1,0,51.00833333333333
1266,4,1,30,1,80.25,303.7,0,75.925
1271,53,0,365,1,53.6,2879.2,0,54.32452830188679
1272,5,1,30,2,19.45,86.05,0,17.21
1273,49,1,30,1,88.2,4159.45,0,84.88673469387754
1275,55,1,730,2,56.8,3112.05,0,56.582727272727276
1278,36,0,365,4,60.7,2234.55,0,62.07083333333334
1279,25,1,365,3,20.95,495.15,0,19.805999999999997
1281,36,1,365,3,19.25,679.8,0,18.883333333333333
1282,1,1,30,2,62.8,62.8,0,62.8
1284,59,1,730,2,19.85,1188.25,0,20.139830508474578
1285,7,1,30,1,89.5,676.7,1,96.67142857142858
1286,1,1,365,4,74.1,74.1,0,74.1
1291,8,1,30,1,75.0,632.95,1,79.11875
1294,6,1,30,1,44.75,270.95,1,45.15833333333333
1296,20,1,30,3,80.7,1614.2,0,80.71000000000001
1297,5,1,30,1,75.6,402.5,0,80.5
1298,24,0,365,1,57.6,1367.75,0,56.989583333333336
1299,11,1,30,1,44.05,483.7,1,43.97272727272727
1302,45,1,730,2,81.0,3533.6,0,78.52444444444444
1304,15,1,30,3,85.6,1345.55,1,89.70333333333333
1305,28,1,30,3,59.55,1646.45,0,58.801785714285714
1307,36,1,365,2,75.55,2680.15,0,74.44861111111112
1308,16,1,30,1,86.6,1281.0,1,80.0625
1309,18,1,30,1,85.2,1553.9,1,86.32777777777778
1310,34,1,30,1,97.65,3207.55,1,94.33970588235294
1311,42,0,365,4,45.1,2049.05,0,48.786904761904765
1312,48,1,365,3,70.95,3629.2,0,75.60833333333333
1314,39,1,365,1,89.55,3474.45,1,89.08846153846153
1315,11,1,730,4,20.9,202.3,0,18.39090909090909
1316,7,1,30,2,19.95,147.5,0,21.071428571428573
1317,3,1,30,2,24.6,86.35,0,28.78333333333333
1318,8,1,30,1,66.7,579.0,0,72.375
1319,1,1,30,2,19.45,19.45,1,19.45
1320,32,1,365,2,94.8,3131.55,0,97.8609375
1321,60,1,365,3,65.85,3928.3,0,65.47166666666666
1322,10,1,30,3,19.95,187.75,0,18.775
1324,4,1,30,2,20.35,76.35,1,19.0875
1325,1,1,30,1,69.25,69.25,1,69.25
1326,43,0,365,3,51.25,2151.6,0,50.03720930232558
1328,23,1,30,1,54.25,1221.55,0,53.11086956521739
1330,22,1,365,4,56.25,1292.2,0,58.73636363636364
1331,1,0,30,2,25.15,25.15,0,25.15
1333,50,0,365,2,35.4,1748.9,0,34.978
1334,1,0,30,1,25.2,25.2,1,25.2
1335,2,1,30,2,45.0,96.45,1,48.225
1336,15,1,30,3,75.35,1114.55,0,74.30333333333333
1337,31,1,730,3,20.4,609.1,0,19.648387096774194
1338,1,1,30,2,20.15,20.15,1,20.15
1341,3,1,30,4,54.7,169.45,1,56.48333333333333
1342,8,1,730,2,20.0,141.6,0,17.7
1344,28,1,30,2,20.5,563.05,0,20.10892857142857
1346,14,1,30,1,87.25,1258.6,1,89.89999999999999
1347,19,1,730,2,19.95,373.5,0,19.657894736842106
1348,10,1,30,1,79.95,857.2,1,85.72
1349,51,0,30,1,49.65,2553.35,0,50.0656862745098
1351,11,1,30,1,20.45,250.8,0,22.8
1354,18,1,30,1,88.35,1639.3,1,91.07222222222222
1355,9,1,30,1,19.5,178.85,0,19.87222222222222
1356,9,1,30,4,75.2,633.85,0,70.42777777777778
1358,10,1,30,2,70.15,735.5,0,73.55
1359,9,1,30,1,94.75,889.9,1,98.87777777777778
1360,13,1,30,1,95.05,1290.0,1,99.23076923076923
1361,4,1,30,1,78.45,330.05,1,82.5125
1362,4,1,30,1,70.2,237.95,1,59.4875
1365,59,0,30,3,41.05,2452.7,1,41.57118644067796
1366,10,1,30,1,85.6,813.85,1,81.385
1369,33,1,30,2,60.9,2033.85,0,61.631818181818176
1370,27,1,730,3,20.25,538.2,0,19.933333333333334
1371,1,1,30,1,79.2,79.2,1,79.2
1372,23,1,30,2,95.3,2192.9,0,95.34347826086957
1373,1,1,30,2,19.85,19.85,0,19.85
1374,45,1,730,2,84.35,3858.05,0,85.73444444444445
1375,39,1,730,3,19.85,854.8,0,21.91794871794872
1376,5,1,365,2,70.0,347.4,1,69.47999999999999
1378,58,1,30,3,66.8,3970.4,0,68.45517241379311
1381,2,1,30,2,70.7,129.2,0,64.6
1382,46,1,365,2,24.95,1165.9,0,25.345652173913045
1383,1,1,30,3,49.95,49.95,1,49.95
1384,22,1,30,1,69.25,1554.0,1,70.63636363636364
1388,12,1,30,4,58.35,740.55,0,61.7125
1389,34,1,30,1,94.25,3217.55,1,94.63382352941177
1391,29,1,30,1,85.8,2440.25,0,84.14655172413794
1392,33,1,365,4,20.1,620.55,0,18.804545454545455
1393,1,1,30,2,20.35,20.35,0,20.35
1395,41,1,365,1,73.0,3001.2,1,73.19999999999999
1397,4,1,30,4,82.85,319.6,0,79.9
1398,24,1,30,1,84.35,1938.05,0,80.75208333333333
1399,14,1,365,2,19.55,294.5,0,21.035714285714285
1400,3,1,30,2,19.95,58.3,0,19.433333333333334
1402,18,0,30,1,35.0,553.0,1,30.72222222222222
1403,8,1,30,1,66.25,546.45,0,68.30625
1404,35,1,730,3,23.3,797.1,0,22.774285714285714
1405,1,1,30,1,76.0,76.0,1,76.0
1407,8,0,730,2,44.55,343.45,0,42.93125
1409,43,1,30,3,92.55,4039.0,0,93.93023255813954
1410,2,1,30,1,93.85,170.85,1,85.425
1412,15,1,30,1,84.3,1308.4,1,87.22666666666667
1414,35,1,30,1,95.5,3418.2,0,97.66285714285713
1416,58,0,730,4,55.5,3166.9,0,54.601724137931036
1417,18,1,30,4,49.85,865.75,0,48.09722222222222
1421,9,1,30,4,84.4,732.5,1,81.38888888888889
1424,48,1,365,2,19.95,936.7,0,19.514583333333334
1425,12,1,30,1,74.15,741.4,0,61.78333333333333
1427,44,1,30,1,73.85,3122.4,0,70.96363636363637
1428,1,1,30,1,50.45,50.45,1,50.45
1429,45,1,730,2,24.45,1088.25,0,24.183333333333334
1430,23,1,365,4,24.8,615.35,0,26.754347826086956
1431,43,1,365,3,64.85,2908.2,0,67.63255813953488
1432,35,1,30,3,20.75,739.9,0,21.14
1433,9,1,30,2,68.95,593.85,0,65.98333333333333
1436,2,1,30,1,91.4,193.6,1,96.8
1437,27,1,30,2,49.0,1291.35,0,47.827777777777776
1438,40,1,365,2,50.25,2023.55,0,50.58875
1439,5,1,30,4,75.55,349.65,1,69.92999999999999
1440,8,1,365,4,19.9,153.95,0,19.24375
1443,3,1,30,2,55.8,154.55,0,51.51666666666667
1446,1,1,30,1,50.05,50.05,0,50.05
1447,4,1,30,4,80.8,332.45,1,83.1125
1448,23,1,30,1,20.85,473.9,0,20.604347826086954
1449,6,1,30,3,19.5,106.8,0,17.8
1450,8,1,30,2,19.35,152.6,0,19.075
1451,18,1,30,2,69.5,1199.4,0,66.63333333333334
1452,52,0,30,4,48.8,2555.05,0,49.135576923076925
1453,31,1,30,1,94.5,2979.2,0,96.1032258064516
1454,29,1,30,2,20.65,654.85,0,22.58103448275862
1458,1,1,30,1,20.55,20.55,1,20.55
1460,5,1,30,1,85.3,424.15,1,84.83
1461,22,1,30,4,95.9,2234.95,0,101.58863636363635
1462,36,1,365,2,20.0,666.75,0,18.520833333333332
1463,4,1,30,1,70.4,281.0,1,70.25
1464,9,1,30,2,64.95,547.8,0,60.86666666666666
1465,1,1,30,4,74.6,74.6,0,74.6
1466,12,1,30,1,49.2,571.15,0,47.59583333333333
1467,23,1,365,2,73.75,1756.6,0,76.37391304347825
1470,8,1,30,2,19.2,156.85,0,19.60625
1471,31,1,30,4,88.65,2683.2,0,86.55483870967741
1472,13,1,30,4,74.4,896.75,1,68.98076923076923
1476,2,1,30,2,20.25,36.8,0,18.4
1479,44,0,365,1,49.05,2265.0,0,51.47727272727273
1480,39,0,365,2,35.55,1309.15,0,33.56794871794872
1482,13,1,30,1,96.85,1235.55,0,95.04230769230769
1483,51,1,365,4,69.75,3562.5,0,69.8529411764706
1485,22,1,30,1,96.7,2082.95,1,94.67954545454545
1486,2,1,30,4,55.05,102.75,1,51.375
1488,1,1,30,2,51.25,51.25,0,51.25
1489,23,1,365,2,57.75,1282.85,0,55.77608695652174
1491,1,1,30,2,19.55,19.55,0,19.55
1492,19,1,30,1,88.2,1775.8,1,93.46315789473684
1493,11,1,30,3,79.5,795.65,0,72.33181818181818
1494,8,1,365,2,19.75,145.0,1,18.125
1496,3,1,30,1,20.25,61.45,0,20.483333333333334
1497,51,1,30,3,79.15,4018.55,0,78.79509803921569
1498,15,1,30,1,75.65,1146.65,1,76.44333333333334
1500,37,0,30,4,40.2,1478.85,0,39.96891891891892
1501,13,1,730,2,19.95,243.65,0,18.742307692307694
1502,49,1,365,1,55.35,2633.95,0,53.754081632653055
1504,18,1,30,1,71.1,1247.75,0,69.31944444444444
1505,1,1,30,1,74.7,74.7,1,74.7
1507,54,1,730,4,19.65,1008.7,0,18.67962962962963
1508,23,1,30,3,88.45,2130.55,0,92.63260869565218
1509,17,1,30,1,76.65,1313.55,1,77.26764705882353
1512,14,1,30,1,84.8,1203.9,0,85.99285714285715
1513,1,0,30,2,25.8,25.8,1,25.8
